name,price,composition,gender,age,category,subcategory,description,img_url,url,scrapped-at
Óculos de sol mormaii milao ng,"R$ 299,00","Peso 24g, altura lente 46 mm, largura lente 56 mm, frente 141 mm, haste 133 mm, ponte 19 mm. Material: poliamida.",Unissex,Adulto,Oculos-de-sol,,"Versatilidade que vai desde um passeio casual à prática de esporte. o modelo de óculos solar milão chega em nossa coleção trazendo a vibração das cores, em um design clássico que une estilo e desempenho. desenhado para que fique bem e se ajuste confortavelmente ao rosto, este modelo em poliamida é leve, anatômico e garante 100% de proteção contra os raios uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754476-450-450/M0132A1492_PRETO_1.jpg?v=637825319470900000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-milao-ng-m0132a1492/p,12-04-2022
Óculos de sol mormaii milao ng,"R$ 299,00","Peso 24g, altura lente 46 mm, largura lente 56 mm, frente 141 mm, haste 133 mm, ponte 19 mm. Material: poliamida.",Unissex,Adulto,Oculos-de-sol,,"Versatilidade que vai desde um passeio casual à prática de esporte. o modelo de óculos solar milão chega em nossa coleção trazendo a vibração das cores, em um design clássico que une estilo e desempenho. desenhado para que fique bem e se ajuste confortavelmente ao rosto, este modelo em poliamida é leve, anatômico e garante 100% de proteção contra os raios uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754479-450-450/M0132B95AF_ROSA_1.jpg?v=637825319630600000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-milao-ng-m0132b95af/p,12-04-2022
Óculos de sol mormaii milao ng,"R$ 299,00","Peso 24g, altura lente 46 mm, largura lente 56 mm, frente 141 mm, haste 133 mm, ponte 19 mm. Material: poliamida.",Unissex,Adulto,Oculos-de-sol,,"Versatilidade que vai desde um passeio casual à prática de esporte. o modelo de óculos solar milão chega em nossa coleção trazendo a vibração das cores, em um design clássico que une estilo e desempenho. desenhado para que fique bem e se ajuste confortavelmente ao rosto, este modelo em poliamida é leve, anatômico e garante 100% de proteção contra os raios uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754482-450-450/M0132BB199_BRANCO_1.jpg?v=637825319789900000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-milao-ng-m0132bb199/p,12-04-2022
Óculos de sol mormaii milao ng,"R$ 299,00","Peso 24g, altura lente 46 mm, largura lente 56 mm, frente 141 mm, haste 133 mm, ponte 19 mm. Material: poliamida.",Unissex,Adulto,Oculos-de-sol,,"Versatilidade que vai desde um passeio casual à prática de esporte. o modelo de óculos solar milão chega em nossa coleção trazendo a vibração das cores, em um design clássico que une estilo e desempenho. desenhado para que fique bem e se ajuste confortavelmente ao rosto, este modelo em poliamida é leve, anatômico e garante 100% de proteção contra os raios uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754485-450-450/M0132D7091_FUME_1.jpg?v=637825319958430000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-milao-ng-m0132d7091/p,12-04-2022
Óculos de sol mormaii milao ng,"R$ 299,00","Peso 24g, altura lente 46 mm, largura lente 56 mm, frente 141 mm, haste 133 mm, ponte 19 mm. Material: poliamida.",Unissex,Adulto,Oculos-de-sol,,"Versatilidade que vai desde um passeio casual à prática de esporte. o modelo de óculos solar milão chega em nossa coleção trazendo a vibração das cores, em um design clássico que une estilo e desempenho. desenhado para que fique bem e se ajuste confortavelmente ao rosto, este modelo em poliamida é leve, anatômico e garante 100% de proteção contra os raios uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754488-450-450/M0132D7893_FUME_1.jpg?v=637825326305230000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-milao-ng-m0132d7893/p,12-04-2022
Óculos de sol mormaii milao ng,"R$ 299,00","Peso 24g, altura lente 46 mm, largura lente 56 mm, frente 141 mm, haste 133 mm, ponte 19 mm, material: poliamida.",Unissex,Adulto,Oculos-de-sol,,"Versatilidade que vai desde um passeio casual à prática de esporte. o modelo de óculos solar milão chega em nossa coleção trazendo a vibração das cores, em um design clássico que une estilo e desempenho. desenhado para que fique bem e se ajuste confortavelmente ao rosto, este modelo em poliamida é leve, anatômico e garante 100% de proteção contra os raios uv.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754494-450-450/M0132KD6AE_AZUL_1.jpg?v=637825326614070000,https://www.mormaiishop.com.br/oculos-de-sol-mormaii-milao-ng-m0132kd6ae/p,12-04-2022
Óculos de grau mormaii porto,"R$ 499,00","Peso 21g altura lente 39 mm, largura lente 55 mm,  frente 137 mm, haste 137 mm, ponte 17 mm.  Material: metal.",Masculino,Adulto,Oculos-de-grau,,"O sucesso voltou! o receituário porto é um três-peças leve e discreto. a ponte metálica e de linhas finas ganha um perfeito caimento com a base de plaquetas nasais. as hastes incrivelmente slim acompanham o minimalismo da peça, ganham a logo mormaii por extenso e são finalizadas com ponteiras ajustáveis.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754443-450-450/M6113A1455_PRETO_1.jpg?v=637825295731400000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-porto-m6113a1455/p,12-04-2022
Óculos de grau mormaii porto,"R$ 499,00","Peso 21g altura lente 39 mm, largura lente 55 mm,  frente 137 mm, haste 137 mm, ponte 17 mm, material: metal.",Masculino,Adulto,Oculos-de-grau,,"O sucesso voltou! o receituário porto é um três-peças leve e discreto. a ponte metálica e de linhas finas ganha um perfeito caimento com a base de plaquetas nasais. as hastes incrivelmente slim acompanham o minimalismo da peça, ganham a logo mormaii por extenso e são finalizadas com ponteiras ajustáveis.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754437-450-450/M6113D0455_CHUMBO_1.jpg?v=637825295449130000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-porto-m6113d0455/p,12-04-2022
Óculos de grau mormaii porto,"R$ 499,00","Peso 21g altura lente 39 mm, largura lente 55 mm, frente 137 mm, haste 137 mm, ponte 17 mm material: metal.",Masculino,Adulto,Oculos-de-grau,,"O sucesso voltou! o receituário porto é um três-peças leve e discreto. a ponte metálica e de linhas finas ganha um perfeito caimento com a base de plaquetas nasais. as hastes incrivelmente slim acompanham o minimalismo da peça, ganham a logo mormaii por extenso e são finalizadas com ponteiras ajustáveis.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754440-450-450/M6113G0455_PRATA_1.jpg?v=637825295588830000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-porto-m6113g0455/p,12-04-2022
Óculos de grau mormaii porto 2,"R$ 499,00","Peso 23g, altura lente 44 mm, largura lente 60 mm, frente 146 mm, haste 137 mm, ponte 17 mm. Material: metal.",Unissex,Adulto,Oculos-de-grau,,"Para quem procura por uma armação para passar despercebida e não marcar o olhar, o modelo porto 2 é uma ótima opção. este três-peças masculino tem linhas finas na ponte nasal e nas hastes, para acompanhar a sutileza do recorte da lente que, nesta versão, ganha um formato quadrado com bordas levemente abaloadas.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754428-450-450/M6114A1460_PRETO_1.jpg?v=637825295029270000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-porto-2-m6114a1460/p,12-04-2022
Óculos de grau mormaii nagoia aluminium,"R$ 449,00","Peso 18g, altura lente 39 mm, largura lente 54 mm, frente 138 mm, haste 134 mm, ponte 14 mm, material: alumínio.",Masculino,Adulto,Oculos-de-grau,,"Casual com frente retangular, a armação nagoia foi pensada para proporcionar o máximo de conforto no uso diário de lentes graduadas. em sua versão com hastes em alumínio, o modelo ganha ainda mais personalidade. o material proporciona, além de beleza, extrema leveza e resistência à peça. as molas italianas e as ponteiras em borracha auxiliam na adaptação dos óculos ao rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754452-450-450/M6076D1354_FUME_1.jpg?v=637825301522700000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-nagoia-aluminium-m6076d1354/p,12-04-2022
Óculos de grau mormaii nagoia aluminium,"R$ 449,00","Peso 18g, altura lente 39 mm, largura lente 54 mm, frente 138 mm, haste 134 mm, ponte 14 mm, material: alumínio.",Masculino,Adulto,Oculos-de-grau,,"Casual com frente retangular, a armação nagoia foi pensada para proporcionar o máximo de conforto no uso diário de lentes graduadas. em sua versão com hastes em alumínio, o modelo ganha ainda mais personalidade. o material proporciona, além de beleza, extrema leveza e resistência à peça. as molas italianas e as ponteiras em borracha auxiliam na adaptação dos óculos ao rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754446-450-450/M6076K0454_AZUL_1.jpg?v=637825301222870000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-nagoia-aluminium-m6076k0454/p,12-04-2022
Óculos de grau mormaii nagoia aluminium,"R$ 449,00","Peso 18g, altura lente 39 mm, largura lente 54 mm, frente 138 mm, haste 134 mm, ponte 14 mm, material: alumínio.",Masculino,Adulto,Oculos-de-grau,,"Casual com frente retangular, a armação nagoia foi pensada para proporcionar o máximo de conforto no uso diário de lentes graduadas. em sua versão com hastes em alumínio, o modelo ganha ainda mais personalidade. o material proporciona, além de beleza, extrema leveza e resistência à peça. as molas italianas e as ponteiras em borracha auxiliam na adaptação dos óculos ao rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754449-450-450/M6076K8254_AZUL_1.jpg?v=637825301382930000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-nagoia-aluminium-m6076k8254/p,12-04-2022
Óculos de grau mormaii vancouver rx,"R$ 399,00","Peso 21g, altura lente 46 mm, largura lente 52 mm, frente 141 mm, haste 141 mm, ponte 21 mm, material: poliamida.",Unissex,Adulto,Oculos-de-grau,,"Leve, despojado e versátil, o modelo vancouver, que já era sucesso entre os solares mormaii, ganha sua versão para grau. inspirado na diversidade linguística, étnica e cultural da cidade de vancouver, no canadá, este modelo de tamanho médio e design unissex combina uma frente quadrada com as bordas arredondadas, ponte de fechadura e hastes finas, uma composição perfeita para um ótimo caimento em diversos formatos de rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754380-450-450/M6125A1452_PRETO_1.jpg?v=637825270233230000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-vancouver-rx-m6125a1452/p,12-04-2022
Óculos de grau mormaii vancouver rx,"R$ 399,00","Peso 21g, altura lente 46 mm, largura lente 52 mm, frente 141 mm, haste 141 mm. Ponte 21 mm, material: poliamida.",Unissex,Adulto,Oculos-de-grau,,"Leve, despojado e versátil, o modelo vancouver, que já era sucesso entre os solares mormaii, ganha sua versão para grau. inspirado na diversidade linguística, étnica e cultural da cidade de vancouver, no canadá, este modelo de tamanho médio e design unissex combina uma frente quadrada com as bordas arredondadas, ponte de fechadura e hastes finas, uma composição perfeita para um ótimo caimento em diversos formatos de rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754383-450-450/M6125A9552_PRETO_1.jpg?v=637825270382530000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-vancouver-rx-m6125a9552/p,12-04-2022
Óculos de grau mormaii vancouver rx,"R$ 399,00","Peso 21g, altura lente 46 mm, largura lente 52 mm, frente 141 mm, haste 141 mm. Ponte 21 mm, material: poliamida.",Unissex,Adulto,Oculos-de-grau,,"Leve, despojado e versátil, o modelo vancouver, que já era sucesso entre os solares mormaii, ganha sua versão para grau. inspirado na diversidade linguística, étnica e cultural da cidade de vancouver, no canadá, este modelo de tamanho médio e design unissex combina uma frente quadrada com as bordas arredondadas, ponte de fechadura e hastes finas, uma composição perfeita para um ótimo caimento em diversos formatos de rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754386-450-450/M6125AA852_PRETO_1.jpg?v=637825270522800000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-vancouver-rx-m6125aa852/p,12-04-2022
Óculos de grau mormaii vancouver rx,"R$ 399,00","Peso 21g, altura lente 46 mm, largura lente 52 mm, frente 141 mm, haste 141 mm. Ponte 21 mm, material: poliamida.",Unissex,Infantil,Oculos-de-grau,,"Leve, despojado e versátil, o modelo vancouver, que já era sucesso entre os solares mormaii, ganha sua versão para grau. inspirado na diversidade linguística, étnica e cultural da cidade de vancouver, no canadá, este modelo de tamanho médio e design unissex combina uma frente quadrada com as bordas arredondadas, ponte de fechadura e hastes finas, uma composição perfeita para um ótimo caimento em diversos formatos de rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756523-450-450/M6125B6152_BEGE-ROSA_1.jpg?v=637840788802100000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-vancouver-rx-m6125b6152/p,12-04-2022
Óculos de grau mormaii vancouver rx,"R$ 399,00","Peso 21g, altura lente 46 mm, largura lente 52 mm, frente 141 mm, haste 141 mm. Ponte 21 mm, material: poliamida.",Unissex,Adulto,Oculos-de-grau,,"Leve, despojado e versátil, o modelo vancouver, que já era sucesso entre os solares mormaii, ganha sua versão para grau. inspirado na diversidade linguística, étnica e cultural da cidade de vancouver, no canadá, este modelo de tamanho médio e design unissex combina uma frente quadrada com as bordas arredondadas, ponte de fechadura e hastes finas, uma composição perfeita para um ótimo caimento em diversos formatos de rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754392-450-450/M6125DJ952_FUME_1.jpg?v=637825270804700000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-vancouver-rx-m6125dj952/p,12-04-2022
Óculos de grau mormaii vancouver rx,"R$ 399,00","Peso 21g, altura lente 46 mm, largura lente 52 mm, frente 141 mm, haste 141 mm. Ponte 21 mm, material: poliamida.",Unissex,Adulto,Oculos-de-grau,,"Leve, despojado e versátil, o modelo vancouver, que já era sucesso entre os solares mormaii, ganha sua versão para grau. inspirado na diversidade linguística, étnica e cultural da cidade de vancouver, no canadá, este modelo de tamanho médio e design unissex combina uma frente quadrada com as bordas arredondadas, ponte de fechadura e hastes finas, uma composição perfeita para um ótimo caimento em diversos formatos de rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754395-450-450/M6125F3952_MARROM_1.jpg?v=637825270945530000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-vancouver-rx-m6125f3952/p,12-04-2022
Óculos de grau mormaii vancouver rx,"R$ 399,00","Peso 21g, altura lente 46 mm, largura lente 52 mm, frente 141 mm, haste 141 mm. Ponte 21 mm, material: poliamida.",Unissex,Adulto,Oculos-de-grau,,"Leve, despojado e versátil, o modelo vancouver, que já era sucesso entre os solares mormaii, ganha sua versão para grau. inspirado na diversidade linguística, étnica e cultural da cidade de vancouver, no canadá, este modelo de tamanho médio e design unissex combina uma frente quadrada com as bordas arredondadas, ponte de fechadura e hastes finas, uma composição perfeita para um ótimo caimento em diversos formatos de rosto.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754398-450-450/M6125K3352_AZUL_1.jpg?v=637825271088970000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-vancouver-rx-m6125k3352/p,12-04-2022
Óculos de grau mormaii atlântico,"R$ 399,00","Peso 18g, altura lente 37 mm, largura lente 57 mm, frente 137 mm, haste 125 mm, ponte 17 mm, material: poliamida.",Masculino,Adulto,Oculos-de-grau,,"A armação masculina atlântico é casual para o dia a dia, sem deixar de lado um visual esportivo. a frente possui recorte de olho retangular e aro fechado e curvado, o que proporciona um encaixe diferenciado deste modelo ao rosto. as hastes se destacam pelas linhas marcantes e recorte vazado na lateral. o modelo é moldado inteiramente em poliamida para garantir leveza à peça.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754464-450-450/M6007AAS57_PRETO_1.jpg?v=637825313747400000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-atlantico-m6007aas57/p,12-04-2022
Óculos de grau mormaii atlântico,"R$ 399,00","Peso 18g, altura lente 37 mm, largura lente 57 mm, frente 137 mm, haste 125 mm, ponte 17 mm, material: poliamida.",Masculino,Adulto,Oculos-de-grau,,"A armação masculina atlântico é casual para o dia a dia, sem deixar de lado um visual esportivo. a frente possui recorte de olho retangular e aro fechado e curvado, o que proporciona um encaixe diferenciado deste modelo ao rosto. as hastes se destacam pelas linhas marcantes e recorte vazado na lateral. o modelo é moldado inteiramente em poliamida para garantir leveza à peça.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754467-450-450/M6007K0457_AZUL_1.jpg?v=637825313889700000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-atlantico-m6007k0457/p,12-04-2022
Óculos de grau mormaii atlântico,"R$ 399,00","Peso 18g, altura lente 37 mm, largura lente 57 mm, frente 137 mm, haste 125 mm, ponte 17 mm, material: poliamida.",Masculino,Adulto,Oculos-de-grau,,"A armação masculina atlântico é casual para o dia a dia, sem deixar de lado um visual esportivo. a frente possui recorte de olho retangular e aro fechado e curvado, o que proporciona um encaixe diferenciado deste modelo ao rosto. as hastes se destacam pelas linhas marcantes e recorte vazado na lateral. o modelo é moldado inteiramente em poliamida para garantir leveza à peça.",https://mormaiishop.vteximg.com.br/arquivos/ids/2754470-450-450/M6007KC657_AZUL_1.jpg?v=637825314039100000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-atlantico-m6007kc657/p,12-04-2022
Óculos de grau mormaii asana,"R$ 399,00","Altura lente 40 mm, largura lente 52 mm, frente 136 mm, haste 138 mm, ponte 19 mm, material: poliamida.",Masculino,Adulto,Oculos-de-grau,,A armação receituário asana traz em seu dna um alto grau de conforto e leveza. as linhas clássicas e casuais combinam um frontal quadrado versátil e hastes finas. a poliamida usada como matéria-prima garante que sejam óculos leves e resistentes.,https://mormaiishop.vteximg.com.br/arquivos/ids/2754458-450-450/M6053DJ952_FUME_1.jpg?v=637825308658800000,https://www.mormaiishop.com.br/oculos-de-grau-mormaii-asana-m6053dj952/p,12-04-2022
Kimono jiu-jitsu mormaii surf infantil unissex,"R$ 347,65",100% algodão,Unissex,Infantil,,Kimonos,"Gandola do kimono mormaii de jiu-jítsu infantil desenvolvida no tecido trançado 480g. super resistente, com costura tripla nas mangas e gola revestida com sarja grossa de alta resistência. calça com modelagem tradicional, feita em tecido sarja 100% de algodão. feita com costura tripla e reforço nos principais pontos de tensão, o que torna a calça mais resistente e com ótima durabilidade. ideal para treinos e competições. produto de qualidade elevada, testado e aprovado por atletas profissionais e dentro das regras da ibjjf. encolhimento de 6%. garantia: 03 meses.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756253-450-450/MORINFSURF_BRANCO_1.jpg?v=637835765700830000,https://www.mormaiishop.com.br/kimono-jiu-jitsu-mormaii-surf-infantil-unissex-morinfsurf/p,12-04-2022
Kimono jiu-jitsu mormaii surf unissex,"R$ 491,30",100% algodão,Masculino,Adulto,,Kimonos,"A gandola do kimono mormaii de jiu-jítsu é desenvolvida no tecido trançado 480g. super resistente, com costura tripla nas mangas e gola revestida também com tecido trançado, pelo lado interno o que deixa a gola altamente resistente. calça com modelagem tradicional, feita em tecido sarja 100% de algodão, com costura tripla e reforço nos principais pontos de tensão, o que torna a calça mais resistente e com ótima durabilidade. ideal para treinos e competições. produto de qualidade elevada, testado e aprovado por atletas profissionais e dentro das regras da ibjjf. encolhimento de 6%. garantia: 03 meses.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756094-450-450/MORKIMSURF_BRANCO_1.jpg?v=637835757919270000,https://www.mormaiishop.com.br/kimono-jiu-jitsu-mormaii-surf-unissex-morkimsurf/p,12-04-2022
Kimono jiu-jitsu mormaii surf pró unissex,"R$ 500,65",100% algodão 70% algodão,Unissex,Adulto,,Kimonos,"A gandola do kimono mormaii de jiu-jítsu é desenvolvida no tecido trançado 480g. super resistente, com costura tripla nas mangas e gola revestida também com tecido trançado, pelo lado interno o que deixa a gola altamente resistente. calça com modelagem tradicional, feita em tecido ripstop, 70% de algodão e 30% poliéster, com costura tripla e reforço nos principais pontos de tensão, o que torna a calça ultra resistente e com ótima durabilidade. ideal para treinos e competições. produto de qualidade elevada, testado e aprovado por atletas profissionais e dentro das regras da ibjjf. encolhimento de 6%. garantia: 03 meses.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756019-450-450/MORKIMSURFPRO_BRANCO_1.jpg?v=637835709006200000,https://www.mormaiishop.com.br/kimono-jiu-jitsu-mormaii-surf-pro-unissex-morkimsurfpro/p,12-04-2022
Relógio mormaii analógico feminino - mo2036iz8b,"R$ 290,00",Relógio-analogico-5 atm,Feminino,Adulto,,Relogio-polimero,"Esses relógios da linha luau vieram com tudo! com aro dourado e detalhes no mostrador, esse modelo vem com uma pulseira de silicone branca. além disso, esses belíssimos relógios mormaii contam com uma caixa barril de polímero 42mm e resistência de 5atm.",https://mormaiishop.vteximg.com.br/arquivos/ids/2757511-450-450/MO2036IZ8B_DOURADO_1.jpg?v=637840965220070000,https://www.mormaiishop.com.br/relogio-mormaii-analogico-feminino---mo2036iz8b-mo2036iz8b/p,12-04-2022
Relógio mormaii digiana masculino,"R$ 440,00",Relógio digiana 10 atm,Feminino,Adulto,,Relogio-polimero,"Esses incríveis modelos da linha action foram feitos para você deixar sua marca por onde passar! com modelo robusto, ele vem com banho preto, lcd negativo, pulseira integrated preta, resistência de 100m e caixa de polímero redonda de 52mm.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756532-450-450/MOAD1105AA8P_PRETO_1.jpg?v=637840861589630000,https://www.mormaiishop.com.br/relogio-mormaii-digiana-masculino-moad1105aa8p/p,12-04-2022
Relógio mormaii analogico masculino mopc21jakd8c,"R$ 240,00",Relógio analógico 10 atm,Masculino,Adulto,,Relogio-polimero,"Com sua caixa preta, pulseira de polímero cinza, resistência de 10atm, maquinismo analógico e caixa redonda de 53mm, esses relógios chegaram para dar um toque a mais no seu estilo do dia a dia!",https://mormaiishop.vteximg.com.br/arquivos/ids/2756536-450-450/MOPC21JAKD8C_PRETO_1.jpg?v=637840862133100000,https://www.mormaiishop.com.br/relogio-mormaii-analogico-masculino-mopc21jakd8c-mopc21jakd8c/p,12-04-2022
Relógio mormaii digital feminino mo0303a8t,"R$ 250,00",Relógio digital 10 atm,Feminino,Adulto,,Relogio-polimero,"Esses modelos da linha sports foram feitos para as mulheres que gostam de praticar esporte e ao mesmo tempo usar relógios no dia a dia! para facilitar ainda mais seu desempenho e nunca perder o estilo, ele vem com uma caixa de 44mm, pulseira de polímero rosa, lcd negativo e resistente a até 100m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756539-450-450/MO0303A8T_ROSA_1.jpg?v=637840867976230000,https://www.mormaiishop.com.br/relogio-mormaii-digital-feminino-mo0303a8t/p,12-04-2022
Relógio mormaii digital feminino mo0303a8v,"R$ 250,00",Relógio digital 10 atm,Feminino,Adulto,,Relogio-polimero,"Esses modelos da linha sports foram feitos para as mulheres que gostam de praticar esporte e ao mesmo tempo usar relógios no dia a dia! para facilitar ainda mais seu desempenho e nunca perder o estilo, ele vem com uma caixa de 44mm, pulseira de polímero verde, lcd negativo e resistente a até 100m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2757507-450-450/MO0303A8V_VERDE_1.jpg?v=637840904296630000,https://www.mormaiishop.com.br/relogio-mormaii-digital-feminino-mo0303a8v-mo0303a8v/p,12-04-2022
Relógio mormaii digital masculino mo109008c,"R$ 280,00",Relógio digital 10 atm,Masculino,Adulto,,Relogio-polimero,"A fim de trazer ainda mais robustez e estilo para você, os novos modelos urban chegaram! com pulseira de silicone preta, maquinismo digital, lcd colorido, aro preto e uma caixa de 52mm, esse incrível relógio mormaii também é resistente a 100m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2757508-450-450/MO109008C_CINZA_1.jpg?v=637840904446830000,https://www.mormaiishop.com.br/relogio-mormaii-digital-masculino-mo109008c/p,12-04-2022
Relógio mormaii digital masculino,"R$ 280,00",Relógio digital 10 atm,Masculino,Adulto,,Relogio-polimero,Relógio mormaii digital masculino,https://mormaiishop.vteximg.com.br/arquivos/ids/2757509-450-450/MO109008D_DOURADO_1.jpg?v=637840922571400000,https://www.mormaiishop.com.br/relogio-mormaii-digital-masculino-mo109008d/p,12-04-2022
Relógio mormaii digital masculino - mo109008p,"R$ 280,00",Relógio digital 10 atm,Masculino,Adulto,,Relogio-polimero,"A fim de trazer ainda mais robustez e estilo para você, os novos modelos urban chegaram! com pulseira de silicone preta, maquinismo digital, lcd negativo e uma caixa de 52mm, esses incríveis relógios mormaii também são resistentes a 100m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756526-450-450/MO109008P_PRETO_1.jpg?v=637840794337800000,https://www.mormaiishop.com.br/relogio-mormaii-digital-masculino---mo109008p-mo109008p/p,12-04-2022
Relógio mormaii digital feminino - mo66018b,"R$ 270,00",Relógio digital 5 atm,Feminino,Adulto,,Relogio-silicone,"Esses modelos digitais com lcd negativo, resistência de 5atm e caixa quadrada de 38mm, chegaram com tudo! com banho preto e pulseira de silicone branca, esse relógio é perfeito para você sair e aproveitar as funcionalidades mormaii!",https://mormaiishop.vteximg.com.br/arquivos/ids/2756528-450-450/MO66018B_PRETO_1.jpg?v=637840806541730000,https://www.mormaiishop.com.br/relogio-mormaii-digital-feminino---mo66018b-mo66018b/p,12-04-2022
Relógio mormaii digital infantil moj85668a,"R$ 230,00",Relógio digital 5 atm,Unissex,Infantil,,Relogio-polimero,"Com 3 opções de banhos variados, esses novos relógios da linha infantil chegaram para você escolher qual o que mais combina você! com pulseira de silicone azul e caixa de polímero redonda de 38mm, ele têm resistência de 5atm, lcd negativo e maquinismo digital.",https://mormaiishop.vteximg.com.br/arquivos/ids/2757522-450-450/MOJ85668A_AZUL_1.jpg?v=637841001931630000,https://www.mormaiishop.com.br/relogio-mormaii-digital-infantil-moj85668a-moj85668a/p,12-04-2022
Relógio mormaii digital infantil moj85668p,"R$ 230,00",Relógio digital 5 atm,Unissex,Infantil,,Relogio-polimero,"Com 3 opções de banhos variados, esses novos relógios da linha infantil chegaram para você escolher qual o que mais combina você! com pulseira de silicone preta e caixa de polímero redonda de 38mm, ele têm resistência de 5atm, lcd negativo e maquinismo digital.",https://mormaiishop.vteximg.com.br/arquivos/ids/2757521-450-450/MOJ85668P_PRETO_1.jpg?v=637841001712470000,https://www.mormaiishop.com.br/relogio-mormaii-digital-infantil-moj85668p-moj85668p/p,12-04-2022
Relógio mormaii digital infantil moj85668t,"R$ 230,00",Relógio digital 5 atm,Unissex,Infantil,,Relogio-polimero,"Com 3 opções de banhos variados, esses novos relógios da linha infantil chegaram para você escolher qual o que mais combina você! com pulseira de silicone rosa e caixa de polímero redonda de 38mm, ele têm resistência de 5atm, lcd negativo e maquinismo digital.",https://mormaiishop.vteximg.com.br/arquivos/ids/2757523-450-450/MOJ85668T_ROSA_1.jpg?v=637841002085200000,https://www.mormaiishop.com.br/relogio-mormaii-digital-infantil-moj85668t-moj85668t/p,12-04-2022
Relógio mormaii analógico masculino mopc21jakc8a,"R$ 240,00",Relógio analógico 10 atm,Masculino,Adulto,,Relogio-silicone,"Com um modelo mais casual, esses novos relógios da mormaii trazem uma belíssima combinação entre seu mostrador preto com a logo da marca e a pulseira de silicone azul ! além disso, conta com maquinismo analógico, caixa de 47mm e resistência de 100m.",https://mormaiishop.vteximg.com.br/arquivos/ids/2756533-450-450/MOPC21JAKC8A_AZUL_1.jpg?v=637840861890800000,https://www.mormaiishop.com.br/relogio-mormaii-analogico-masculino-mopc21jakc8a-mopc21jakc8a/p,12-04-2022
Kimono jiu-jitsu mormaii girls,"R$ 629,00",100% algodão,Feminino,Adulto,,Kimonos,"Kimono para jiu-jitsu feito em tecido trançado 480 gr/m2. utiliza modelagem slim, inspirado em ternos italianos o seu corte é anatomico, colado ao corpo não possui sobra de tecido. calça feita em sarja de 260 gr/m2 com entre pernas de tecido trançado. resistência aliada ao conforto. tecido duplo nos principais pontos de tensão, costuras triplas de maquina de braço. leveza e durabilidade.",https://mormaiishop.vteximg.com.br/arquivos/ids/2760450-450-450/MORKIMJAWSGIRL_BRANCO_1.jpg?v=637850233181600000,https://www.mormaiishop.com.br/kimono-jiu-jitsu-mormaii-girls-morkimjawsgirl/p,12-04-2022
